SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, Magnetic
1657264539.264548, 0.332944, -1.541118, -9.476549, -0.121546, -0.059684, 0.234864
1657264539.283899, 0.714819, -0.979079, -8.848670, -0.531445, -0.202281, 0.019004
1657264539.304347, 0.152331, 0.158915, -10.483760, -0.303571, -0.192123, -0.142712
1657264539.324590, -0.036212, -0.389207, -11.413159, 0.202856, -0.339201, 0.058874
1657264539.344530, 0.243161, 0.817171, -11.150096, 0.709211, -0.768066, 0.060441
1657264539.364540, -0.195576, 1.858948, -11.999888, 0.912815, -1.720353, -0.046321
1657264539.383891, -0.942118, 1.010652, -9.378238, 0.562949, -2.068115, -0.330111
1657264539.404626, -0.841113, -0.492457, -6.351518, 0.155998, -0.766388, -0.671503
1657264539.424503, -0.688782, -0.931045, -7.182605, 0.444371, 0.395691, -0.837707
1657264539.444513, -0.084096, -1.676390, -9.013870, 0.546650, 0.209732, -0.645512
1657264539.464559, 0.500388, -2.228254, -10.088268, 0.470920, -0.027618, -0.254703
1657264539.483879, -0.055516, -1.062427, -8.794501, 0.553440, 0.087188, -0.027005
1657264539.504567, -0.576105, -0.723797, -7.139659, 0.571484, 0.042201, 0.045383
1657264539.524515, 0.062698, -1.243189, -7.757962, 0.256828, -0.724198, 0.178197
1657264539.544559, -0.158317, -1.748964, -7.045387, 0.136739, -0.508674, 0.253517
1657264539.564523, -0.537349, -2.074576, -7.464223, 0.023494, -0.451162, 0.192718
1657264539.583956, -0.365714, -2.643797, -7.874230, -0.089600, -1.030136, 0.078491
1657264539.604565, -0.757166, -2.100613, -7.455993, 0.025923, -1.494808, 0.155920
1657264539.624515, -2.720711, 0.158765, -7.513454, 0.234285, -1.865816, 0.053789
1657264539.644567, -3.403507, 1.567155, -7.363666, 0.520777, -2.336060, -0.128697
1657264539.664523, -1.977611, 0.340874, -7.827842, 0.445498, -3.181577, -0.498988
1657264539.683891, -0.694169, -1.448492, -9.077765, -0.417016, -3.682040, -0.907441
1657264539.704571, -1.081880, -1.901595, -7.749283, -0.788658, -2.926744, -0.836396
1657264539.724544, -2.857629, -2.212691, -7.693468, -0.258482, -2.126071, -0.136568
1657264539.744580, -3.629011, -0.543334, -7.247847, 0.529490, -1.892303, 0.475916
1657264539.763900, -3.583671, 0.791882, -7.367856, 0.885865, -2.168706, 0.701623
1657264539.784504, -2.628235, 0.877325, -6.956951, 0.831014, -2.785497, 0.950772
1657264539.804535, -2.500295, 0.935684, -5.797859, 0.754545, -3.508661, 1.560734
1657264539.824436, -3.396923, 2.615815, -5.534796, 0.984935, -4.196801, 2.295146
1657264539.844532, -5.180603, 3.192518, -5.953033, 1.232982, -4.091450, 2.624551
1657264539.864569, -6.791901, 1.966238, -8.103026, 0.473057, -3.898460, 2.683952
1657264539.883875, -8.227225, 3.749469, -7.329100, 0.364454, -3.224517, 2.987587
1657264539.904375, -8.192808, 3.755904, -6.879589, 0.774025, -3.106431, 3.750004
1657264539.924463, -9.006089, 4.283077, -7.798813, 0.746655, -3.801488, 4.211718
1657264539.944497, -11.074529, 3.319561, -6.616376, 0.345710, -3.271384, 4.037885
1657264539.964535, -13.302633, 4.812196, -6.229114, -0.063937, -2.324543, 3.413468
1657264539.983857, -12.962806, 4.036025, -5.193023, -0.075376, -1.778720, 3.268663
1657264540.004500, -13.455264, 1.726968, -6.035932, -0.274880, -1.893436, 3.668428
1657264540.024295, -14.726734, 3.860052, -5.154118, -0.985088, -1.508632, 3.645063
1657264540.044497, -16.280571, 2.903867, -5.802348, -1.292302, -0.597596, 3.007337
1657264540.064510, -16.541839, 1.669207, -4.960786, -1.628808, 1.001003, 2.353343
1657264540.083685, -16.644939, 0.392799, -4.484789, -2.161857, 2.207088, 1.538332
1657264540.104571, -15.111752, 0.682647, -4.795586, -2.266283, 2.566000, 0.735137
1657264540.124573, -15.401450, -1.139939, -5.395184, -1.875235, 2.414831, 0.034771
1657264540.144497, -13.109750, -1.981800, -5.601235, -1.075915, 1.483594, -0.602747
1657264540.164497, -11.659762, 2.445078, -4.309413, -0.263257, 0.990196, -1.349172
1657264540.183900, -14.506019, 2.350507, -1.565359, -0.059845, 1.703025, -1.340171
1657264540.204501, -12.450746, 3.101688, -0.731129, -0.106233, 2.001281, -1.069172
1657264540.224556, -9.414151, 3.878906, -2.956689, -0.260267, 0.983814, -0.753373
1657264540.244501, -8.529343, 5.440823, -6.078279, 0.911296, -0.233030, 0.036655
1657264540.264498, -9.725546, 6.395810, -6.690896, 2.612551, -0.446002, 0.728307
1657264540.283838, -9.844059, 6.463746, -4.645948, 3.677281, 0.023013, 0.689970
1657264540.304509, -7.222708, 4.774038, -7.729530, 4.060824, -1.543758, 0.784022
1657264540.324569, -5.894824, 3.110068, -3.836559, 3.947855, -2.354951, 0.641021
1657264540.344526, -7.332243, 2.819023, -3.453337, 3.002253, -1.970439, 0.331649
1657264540.364499, -8.101679, 3.577237, -4.498855, 2.108351, -1.217188, 0.492667
1657264540.383851, -5.600487, 4.189254, -4.943877, 1.396995, -1.333560, 1.573839
1657264540.404507, -2.978537, 3.623175, -3.739743, 1.148679, -2.267593, 2.530499
1657264540.424506, -3.329287, 4.656573, -3.860800, 1.346337, -3.099613, 2.181001
1657264540.444533, -3.459472, 3.964948, -3.788226, 1.168396, -3.448605, 1.710684
1657264540.464516, -4.693533, 5.164443, -0.510713, 0.935390, -2.616661, 1.788102
1657264540.483759, -4.850802, 6.818088, 0.041300, 0.755065, -1.760705, 1.609958
1657264540.504499, -4.589834, 4.601506, -2.962675, 0.529018, -2.161557, 1.160754
1657264540.524571, -5.017798, 4.094085, -1.114501, -0.001128, -2.086470, 0.603014
1657264540.544512, -5.581034, 1.864485, -0.283114, -0.503838, -1.414777, 0.193023
1657264540.564507, -6.242432, 1.695843, -2.484134, 0.046840, -1.477225, -0.281885
1657264540.583739, -9.767894, 0.988506, 0.338780, 0.426246, -0.367923, -1.103854
1657264540.604500, -9.090933, 5.686528, 0.224157, -0.795378, -0.165875, -1.496617
1657264540.624500, -8.863783, 4.592827, -2.272397, -1.583102, -1.265498, -1.399795
1657264540.644499, -10.956914, 2.044648, -0.410007, -1.474429, -1.932282, -0.933711
1657264540.664500, -12.247539, 0.738162, 1.642722, -1.389222, -1.572041, -0.524200
1657264540.684502, -13.545794, 0.057012, 2.335993, -1.274635, -0.672312, -0.438533
1657264540.704506, -13.083863, 0.646285, 1.414674, -0.975963, -0.224238, -0.552028
1657264540.724521, -10.612897, 2.009483, 0.919373, -0.810417, -0.132346, -0.336209
1657264540.744500, -8.337059, 3.284994, 0.398784, -0.564394, -0.246304, 0.106016
1657264540.764500, -7.982717, 4.804115, 0.259322, -0.393272, -0.714410, 0.645145
1657264540.783716, -8.023269, 5.467309, 1.140388, -0.298866, -1.032397, 0.959459
1657264540.804502, -7.719654, 5.242703, 1.691653, 0.069152, -1.142784, 1.367897
